1155,B
1020,R
572,G
381,R
512,G
411,B
425,B
410,R
466,R
364,B
402,B
393,R
472,G
539,B
421,G
334,R
1381,B
394,G
301,R
236,B
888,R
372,G
673,R
627,R
495,B
811,R
654,B
779,G
724,R
533,B
292,R
732,B
512,B
362,R
408,B
480,B
988,B
2425,G
869,G
528,B
915,B
976,G
639,B
492,B
481,G
470,B
552,B
414,R
555,B
420,B
458,B
450,B
396,B
455,R
479,R
378,G
313,R
418,B
441,G
363,R
394,B
328,R
785,R
