429,R
234,G
287,G
449,B
439,B
380,B
385,G
497,R
413,G
399,B
388,R
424,B
422,B
381,R
394,B
736,R
376,B
434,R
380,B
551,R
585,G
409,R
369,R
423,R
484,B
359,G
373,R
318,B
409,R
502,B
531,B
583,R
559,G
521,G
520,B
515,R
454,R
407,R
458,R
747,B
424,R
407,B
629,B
428,R
515,R
435,R
298,G
326,B
402,B
486,B
329,G
834,R
408,R
348,B
320,G
301,G
458,B
480,R
462,R
367,B
457,R
735,G
428,R
295,B
